pluno,avg2,max2,min2,avg3,max3,min3,avg4,max4,min4
22007026,443.7142857142857,1820.0,0.0,171.57142857142858,726.0,0.0,112.28571428571429,516.0,0.0
22007026,199.71428571428572,1076.0,0.0,443.7142857142857,1820.0,0.0,171.57142857142858,726.0,0.0
22007026,335.2857142857143,1270.0,0.0,229.71428571428572,662.0,0.0,293.85714285714283,1820.0,0.0
22007027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007027,370.2857142857143,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007027,140.85714285714286,668.0,0.0,1038.857142857143,3464.0,0.0,0.0,0.0,0.0
22007027,212.28571428571428,668.0,0.0,889.4285714285714,3464.0,0.0,149.42857142857142,1046.0,0.0
22007027,212.28571428571428,668.0,0.0,827.4285714285714,3464.0,0.0,211.42857142857142,1046.0,0.0
22007027,171.14285714285714,726.0,0.0,113.0,516.0,0.0,140.0,622.0,0.0
22007031,1038.857142857143,3464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007031,265.7142857142857,1018.0,0.0,116.85714285714286,500.0,0.0,269.14285714285717,1216.0,0.0
22007031,276.14285714285717,1270.0,0.0,288.85714285714283,1076.0,0.0,355.0,1820.0,0.0
22007031,276.14285714285717,1270.0,0.0,199.71428571428572,1076.0,0.0,444.14285714285717,1820.0,0.0
22007031,62.0,434.0,0.0,102.28571428571429,716.0,0.0,160.0,1120.0,0.0
22007031,112.85714285714286,790.0,0.0,0.0,0.0,0.0,62.0,434.0,0.0
22007031,70.71428571428571,495.0,0.0,61.42857142857143,430.0,0.0,112.85714285714286,790.0,0.0
22007031,70.71428571428571,495.0,0.0,61.42857142857143,430.0,0.0,112.85714285714286,790.0,0.0
22007031,139.71428571428572,978.0,0.0,70.71428571428571,495.0,0.0,61.42857142857143,430.0,0.0
22007031,210.42857142857142,978.0,0.0,70.71428571428571,495.0,0.0,61.42857142857143,430.0,0.0
22007031,1008.0,3532.0,0.0,210.42857142857142,978.0,0.0,70.71428571428571,495.0,0.0
22007031,91.42857142857143,640.0,0.0,1008.0,3532.0,0.0,210.42857142857142,978.0,0.0
22008000,1316.857142857143,3650.0,0.0,1570.142857142857,3152.0,0.0,1721.2857142857142,2754.0,0.0
22008001,1412.142857142857,6215.0,0.0,1385.142857142857,8686.0,0.0,0.0,0.0,0.0
22008001,1016.2857142857143,3330.0,0.0,1412.142857142857,6215.0,0.0,1385.142857142857,8686.0,0.0
22008001,979.4285714285714,3022.0,0.0,707.1428571428571,3330.0,0.0,2797.285714285714,8686.0,0.0
22008001,1891.2857142857142,5886.0,0.0,1033.4285714285713,3022.0,0.0,653.1428571428571,3330.0,0.0
22008001,1891.2857142857142,5886.0,0.0,979.4285714285714,3022.0,0.0,707.1428571428571,3330.0,0.0
22008001,1562.2857142857142,3152.0,0.0,1769.2857142857142,5886.0,0.0,1138.857142857143,3022.0,378.0
22008001,1351.0,2781.0,0.0,1620.2857142857142,3152.0,0.0,1891.2857142857142,5886.0,0.0
22008001,1122.2857142857142,3650.0,0.0,1306.4285714285713,2781.0,0.0,1562.2857142857142,3152.0,0.0
22008001,750.2857142857143,2340.0,0.0,1316.857142857143,3650.0,0.0,1570.142857142857,3152.0,0.0
22008001,1144.2857142857142,3607.0,0.0,1290.5714285714287,3982.0,0.0,1394.4285714285713,3297.0,0.0
22008007,55.714285714285715,390.0,0.0,482.85714285714283,1330.0,0.0,162.28571428571428,1136.0,0.0
22008009,1289.2857142857142,2364.0,0.0,2188.285714285714,6748.0,0.0,699.8571428571429,3250.0,0.0
22008009,2658.285714285714,7542.0,0.0,2336.714285714286,5742.0,0.0,1784.857142857143,6748.0,0.0
22008009,1955.5714285714287,4094.0,0.0,3186.4285714285716,7542.0,0.0,1961.7142857142858,6748.0,0.0
22008009,1451.4285714285713,3406.0,0.0,2546.4285714285716,7542.0,0.0,2383.5714285714284,5742.0,0.0
